Wall time,Step,Value
1727130554.857203,4068,3.903683662414551
1727130555.697792,4140,4.339247703552246
1727130555.7959924,4149,4.329849720001221
1727130556.1520064,4176,2.7703680992126465
1727130556.2695389,4185,3.1674933433532715
1727130556.5834582,4212,2.6631922721862793
1727130556.686397,4221,2.8026316165924072
1727130557.2283669,4266,3.026854991912842
1727130557.3351328,4275,4.034874439239502
1727130558.5446692,4374,3.1863651275634766
1727130558.8888552,4401,6.511713981628418
1727130558.9981396,4410,4.128502368927002
1727130559.214404,4428,2.9180102348327637
1727130559.4167497,4446,3.432244300842285
1727130559.7752612,4473,4.844126224517822
1727130561.0785594,4572,3.44533109664917
1727130561.645388,4617,2.7053120136260986
1727130561.8640206,4635,2.6384334564208984
1727130562.1857328,4662,2.5195140838623047
1727130562.504931,4680,3.623204231262207
1727130563.0730846,4725,6.4950361251831055
1727130563.1858225,4734,5.902176856994629
1727130563.8674393,4788,4.940114974975586
1727130564.129035,4806,2.9628446102142334
1727130564.2285824,4815,2.6747424602508545
1727130564.4250226,4833,2.906724691390991
1727130564.532644,4842,3.018740653991699
1727130564.6375256,4851,2.748229742050171
1727130564.8735363,4869,3.036231517791748
1727130565.1289265,4887,2.757337808609009
1727130565.6371932,4932,4.316713809967041
1727130565.7414525,4941,4.620348930358887
1727130565.8470857,4950,3.0441699028015137
1727130566.0831857,4968,3.873398780822754
1727130566.70375,5022,2.6157500743865967
1727130566.9942443,5040,3.3959646224975586
1727130567.4737763,5076,2.7945597171783447
1727130567.5856729,5085,2.543524742126465
1727130567.6990585,5094,2.9288105964660645
1727130568.1932862,5130,3.132479190826416
1727130568.6343417,5166,2.814897298812866
1727130568.7470117,5175,2.9237301349639893
1727130569.274392,5202,2.5942955017089844
1727130569.5460813,5220,3.3943631649017334
1727130569.6788871,5229,2.964134454727173
1727130569.8216934,5238,2.4464685916900635
1727130569.959141,5247,2.776992082595825
1727130570.0880158,5256,2.627166986465454
1727130570.251776,5265,2.9485785961151123
1727130570.5055168,5283,2.5896542072296143
1727130570.6217413,5292,2.5459818840026855
1727130571.3131719,5337,2.8309638500213623
1727130571.4417653,5346,2.4558603763580322
1727130571.9806468,5382,2.817547082901001
1727130572.3578181,5409,2.880587339401245
1727130572.613749,5427,4.626350402832031
1727130573.3657463,5481,2.556708574295044
1727130573.600731,5499,2.607332706451416
1727130574.2206447,5544,2.630692481994629
1727130574.6814501,5580,3.041957378387451
1727130574.800021,5589,3.073051929473877
1727130575.0698712,5607,3.4597299098968506
1727130575.423399,5634,2.441960334777832
1727130576.4788284,5715,2.8453853130340576
1727130577.3092885,5778,4.6132049560546875
1727130577.4635208,5787,4.618448257446289
1727130577.689005,5805,2.6453866958618164
1727130577.7984104,5814,2.394094944000244
1727130577.916193,5823,2.5506365299224854
1727130578.042119,5832,2.820997476577759
1727130578.3506486,5850,3.6984095573425293
1727130578.733134,5877,2.6375350952148438
1727130579.1964421,5913,2.4481234550476074
1727130579.3534982,5922,2.365922451019287
1727130579.8061771,5958,2.350604295730591
1727130580.177977,5985,2.409841299057007
1727130580.6273024,6021,2.304107666015625
1727130581.0028455,6048,2.2962255477905273
1727130581.1218889,6057,3.553783893585205
1727130581.2351878,6066,4.278684616088867
1727130581.3431218,6075,3.9190056324005127
1727130581.4550872,6084,2.7008514404296875
1727130581.6834738,6102,2.700749635696411
1727130581.8374228,6111,2.509808301925659
1727130581.9548028,6120,3.009722948074341
1727130582.1736104,6138,3.5734078884124756
1727130582.2903802,6147,5.1848554611206055
1727130582.4017398,6156,4.174154758453369
1727130582.5094368,6165,3.8585546016693115
1727130582.7732875,6183,2.3262109756469727
1727130582.9975731,6201,3.0148098468780518
1727130583.1183465,6210,2.815452814102173
1727130583.9465363,6273,2.3345084190368652
1727130584.3330257,6300,2.413898468017578
1727130584.5571308,6318,3.3817310333251953
1727130584.7857075,6336,3.079547166824341
1727130585.3623009,6363,2.2771666049957275
1727130585.6359956,6381,2.5857677459716797
1727130585.866993,6399,2.9074902534484863
1727130586.366776,6435,2.552320718765259
1727130586.8480747,6471,2.721834659576416
1727130587.3748245,6498,2.2960853576660156
1727130587.492325,6507,2.3444571495056152
1727130587.6033063,6516,2.597292900085449
1727130587.7186222,6525,2.3486440181732178
1727130588.447568,6579,3.6057024002075195
1727130589.1724563,6633,2.4230363368988037
1727130589.435608,6651,2.4943699836730957
1727130589.5517278,6660,2.5195229053497314
1727130589.668585,6669,2.3997933864593506
1727130590.008896,6696,2.5050899982452393
1727130590.4032404,6723,2.2153244018554688
1727130590.5320601,6732,2.3022429943084717
1727130590.8852296,6759,2.258329391479492
1727130591.0077858,6768,2.755966901779175
1727130591.125674,6777,2.904360771179199
1727130591.410914,6795,2.4645559787750244
1727130591.6487372,6813,3.6729843616485596
1727130592.421175,6867,2.1374876499176025
1727130592.7805173,6894,2.7589001655578613
1727130592.9349213,6903,2.1921613216400146
1727130593.3067865,6930,3.157909870147705
1727130593.4276273,6939,3.940575122833252
1727130593.5432346,6948,5.40855073928833
1727130593.8375428,6966,3.061554431915283
1727130593.9550781,6975,2.729419469833374
1727130594.7284632,7029,3.671149253845215
1727130595.2713318,7065,2.4017186164855957
1727130595.3977246,7074,2.5227725505828857
1727130595.6894467,7092,3.6133131980895996
1727130596.0267828,7110,3.7200279235839844
1727130596.257754,7128,3.3885509967803955
1727130596.389864,7137,2.991070508956909
1727130596.5601344,7146,3.700106143951416
1727130596.6865115,7155,2.402520179748535
1727130596.8216398,7164,2.553959608078003
1727130597.2478402,7191,2.2072243690490723
1727130597.5690336,7209,2.231553554534912
1727130597.832289,7227,2.2094476222991943
1727130598.202621,7254,2.7545230388641357
1727130598.4727333,7272,4.049980163574219
1727130598.6032522,7281,4.233442783355713
1727130598.752279,7290,3.9177563190460205
1727130599.458108,7326,2.9351422786712646
1727130599.837122,7344,2.153008460998535
1727130600.033454,7353,2.0799713134765625
1727130600.3473382,7371,2.198972225189209
1727130600.93431,7398,2.765848398208618
1727130601.606868,7434,2.5737147331237793
1727130602.1411397,7461,2.863386631011963
1727130602.5553522,7488,2.5877392292022705
1727130602.7177355,7497,2.405715227127075
1727130602.9764278,7515,2.068450927734375
1727130603.2372599,7533,2.4907965660095215
1727130603.5355835,7551,2.435253620147705
1727130604.1531608,7596,2.6472599506378174
1727130604.545726,7623,3.4272289276123047
1727130604.7987945,7641,7.928412914276123
1727130605.274749,7668,5.047919273376465
1727130606.4135585,7740,3.3734371662139893
1727130607.1741712,7776,2.201500177383423
1727130607.7220023,7812,2.5996391773223877
1727130608.0814478,7830,2.5881078243255615
1727130608.2316983,7839,2.1574971675872803
1727130608.8916676,7875,2.539602756500244
1727130609.2102232,7893,2.2330689430236816
1727130609.3821847,7902,2.2075483798980713
1727130609.8782241,7929,2.46593976020813
1727130610.1847498,7947,2.1321070194244385
1727130610.5286508,7965,3.1816165447235107
1727130611.064614,7992,2.2236084938049316
1727130611.3913734,8010,2.1401190757751465
1727130611.5198247,8019,2.066394329071045
1727130611.8937917,8037,2.6046979427337646
1727130612.5236797,8073,2.162935972213745
1727130613.189355,8109,2.2295033931732178
1727130614.2983594,8172,2.359175205230713
1727130614.4508865,8181,2.685960054397583
1727130614.645788,8190,2.8259966373443604
1727130614.7679799,8199,2.9193718433380127
1727130614.9727964,8217,2.8584985733032227
1727130615.0739818,8226,2.7016372680664062
1727130615.31216,8244,2.1998791694641113
1727130615.4162984,8253,2.3222920894622803
1727130615.5108166,8262,2.7807178497314453
1727130615.8191977,8289,2.815896511077881
1727130615.9578588,8298,3.300654411315918
1727130616.061548,8307,3.3789849281311035
1727130616.1701388,8316,2.757535219192505
1727130616.3748698,8334,2.5623064041137695
1727130617.124799,8388,2.239637851715088
1727130617.2290995,8397,2.233715772628784
1727130617.5667977,8424,2.1975197792053223
1727130618.3313823,8487,2.0959291458129883
1727130618.678858,8514,2.0133581161499023
1727130619.6017797,8577,3.129500389099121
1727130619.7167356,8586,2.2026753425598145
1727130619.835138,8595,2.1748523712158203
1727130620.08038,8613,2.100916624069214
1727130620.2454987,8622,2.1221914291381836
1727130620.3684232,8631,2.508194923400879
1727130620.7265475,8658,2.4696009159088135
1727130620.8372946,8667,2.1545567512512207
1727130621.120724,8685,2.3293371200561523
1727130621.36568,8703,4.604226112365723
1727130621.480911,8712,2.2285845279693604
1727130622.0097988,8748,3.0571892261505127
1727130622.1244566,8757,2.5564074516296387
1727130622.6442335,8793,2.2434916496276855
1727130622.7651527,8802,2.463378667831421
1727130622.8843894,8811,2.594748020172119
1727130623.0014334,8820,2.8422279357910156
1727130623.4166665,8847,2.0419981479644775
1727130623.5325823,8856,2.447720527648926
1727130623.649942,8865,2.301419973373413
1727130624.0550358,8892,1.970040202140808
1727130624.1704264,8901,1.9990366697311401
1727130625.150282,8973,2.216705322265625
1727130625.7855196,9009,2.8756797313690186
1727130626.1317108,9027,2.383601188659668
1727130626.3599768,9045,2.507608413696289
1727130626.5169668,9054,2.061692953109741
1727130626.876722,9081,2.074396848678589
1727130626.9939504,9090,2.2520084381103516
1727130627.2741256,9108,2.1519594192504883
1727130627.4077892,9117,2.0595622062683105
1727130627.534587,9126,2.6856091022491455
1727130627.6533363,9135,4.058349609375
1727130628.0562077,9162,2.287320852279663
1727130629.0855865,9234,2.0630643367767334
1727130629.3588119,9252,1.9809602499008179
1727130629.6019006,9270,2.0339839458465576
1727130629.848672,9288,2.0409481525421143
1727130630.0086882,9297,1.9742385149002075
1727130630.3799193,9324,2.2108943462371826
1727130630.632476,9342,2.212883472442627
1727130630.7993357,9351,1.9613395929336548
1727130630.9254735,9360,1.9953454732894897
1727130631.6270387,9405,4.771462917327881
1727130632.5293238,9468,2.233363151550293
1727130632.6499212,9477,2.6357486248016357
1727130633.0519621,9504,2.244325876235962
1727130633.2935157,9522,2.576653242111206
1727130634.065105,9576,2.739004135131836
1727130634.1914191,9585,2.731477737426758
1727130634.4263983,9603,1.9244550466537476
1727130634.7092388,9621,2.448007822036743
1727130635.2300813,9657,1.93973708152771
1727130635.7898908,9693,2.539644956588745
1727130636.0642524,9711,2.7927279472351074
1727130636.6733563,9756,2.374394178390503
1727130636.839499,9765,2.276784896850586
1727130636.957931,9774,2.4012463092803955
1727130637.8628054,9837,3.7776341438293457
1727130637.9811995,9846,3.1441314220428467
1727130638.75177,9900,2.505919933319092
1727130638.9871368,9918,3.0505213737487793
1727130639.2721982,9936,2.1358509063720703
1727130639.3998833,9945,2.7565929889678955
1727130639.518034,9954,3.4287431240081787
1727130640.699877,10035,2.0903260707855225
1727130640.9930537,10053,2.3953239917755127
1727130641.35339,10080,2.457059383392334
1727130641.872465,10116,2.0030343532562256
1727130642.1225827,10134,2.695242166519165
1727130642.249873,10143,2.071661949157715
1727130642.7862241,10179,1.9887017011642456
1727130642.9079082,10188,2.2383196353912354
1727130643.157168,10206,2.900468587875366
1727130643.3212466,10215,2.744685411453247
1727130643.4461484,10224,2.6070830821990967
1727130643.8148198,10251,2.389291286468506
1727130644.0065162,10260,1.995876669883728
1727130645.492982,10350,2.3750433921813965
1727130645.7417676,10368,1.9640071392059326
1727130645.8619962,10377,1.921842098236084
1727130646.2616732,10404,2.2355051040649414
1727130646.3879368,10413,2.5393600463867188
1727130646.5100179,10422,2.09253191947937
1727130646.896281,10449,2.4059717655181885
1727130647.0559983,10458,2.124990224838257
1727130647.1801956,10467,2.261504888534546
1727130649.116997,10602,2.0170629024505615
1727130649.5279381,10629,1.9344780445098877
1727130649.785845,10647,1.9975906610488892
1727130649.9128458,10656,1.9031199216842651
1727130650.2107778,10674,2.0490126609802246
1727130650.3330278,10683,2.182417631149292
1727130650.7036748,10710,2.7094876766204834
1727130651.1061294,10737,1.8287934064865112
1727130651.2260232,10746,1.9324657917022705
1727130651.3449385,10755,1.8895143270492554
1727130651.470294,10764,2.0168235301971436
1727130651.8069189,10782,2.435037612915039
1727130652.0661154,10800,2.135848045349121
1727130652.3163352,10818,2.2469351291656494
1727130652.594503,10836,2.242682933807373
1727130652.7206728,10845,2.8160903453826904
1727130652.9663122,10863,2.6560373306274414
1727130653.2547343,10881,2.1222805976867676
1727130653.5017786,10899,2.2067794799804688
1727130653.6296315,10908,2.198546886444092
1727130653.7551749,10917,2.881427764892578
1727130653.930713,10926,2.4098470211029053
1727130654.055515,10935,2.461259365081787
1727130655.4117253,11025,2.0266079902648926
1727130655.9634175,11061,1.8631635904312134
1727130656.4882536,11097,2.212019443511963
1727130656.6077468,11106,2.04649019241333
1727130656.730608,11115,2.2476131916046143
1727130657.0231917,11133,2.8119215965270996
1727130657.4037125,11160,2.0539486408233643
1727130657.8369527,11187,2.9124228954315186
1727130658.0917592,11205,3.311012029647827
1727130658.5145924,11232,1.9171853065490723
1727130658.7875047,11250,1.900189995765686
1727130659.4062455,11286,1.932848334312439
1727130659.6602628,11304,2.265150785446167
1727130659.9529138,11322,1.9026236534118652
1727130660.0995755,11331,2.3587982654571533
1727130660.576799,11358,1.975292444229126
1727130660.7128563,11367,3.8554399013519287
1727130660.8414865,11376,2.8431034088134766
1727130660.9645488,11385,2.5883142948150635
1727130661.2125137,11403,2.1959481239318848
1727130661.8817425,11448,4.212444305419922
1727130662.3066661,11475,2.3154799938201904
1727130662.9862027,11520,2.405630350112915
1727130663.2654753,11538,2.140734910964966
1727130663.8369546,11574,2.3180019855499268
1727130664.1771364,11592,1.971757173538208
1727130664.7467778,11628,2.6455836296081543
1727130664.8818195,11637,2.5438201427459717
1727130665.0478578,11646,2.766106128692627
1727130665.1765795,11655,2.082735538482666
1727130665.435144,11673,2.0316154956817627
1727130665.855373,11700,2.1080195903778076
1727130665.979357,11709,2.3044490814208984
1727130666.2262988,11727,1.8543930053710938
1727130666.3946733,11736,1.8531346321105957
1727130667.36116,11799,2.110866069793701
1727130667.6101067,11817,1.814270257949829
1727130668.0288832,11844,2.464658260345459
1727130668.1647878,11853,2.5529632568359375
1727130668.57913,11880,1.9581708908081055
1727130668.70717,11889,2.4039721488952637
1727130669.3827307,11934,2.357293128967285
1727130669.506241,11943,2.1805944442749023
1727130669.6918838,11952,2.299823760986328
1727130670.1220157,11979,1.9545776844024658
1727130670.4228027,11997,1.9576225280761719
1727130670.5452027,12006,2.173419952392578
1727130670.6734438,12015,3.3079841136932373
1727130670.8048818,12024,5.467998027801514
1727130670.922169,12033,3.6397969722747803
1727130671.0936863,12042,2.5715951919555664
1727130671.8856885,12096,2.588955879211426
1727130672.717781,12141,1.8495765924453735
1727130672.848894,12150,1.9056313037872314
1727130672.976,12159,2.562260150909424
1727130673.8275745,12204,2.4182591438293457
1727130674.6141636,12240,1.9344133138656616
1727130674.881381,12258,2.064535140991211
1727130675.024077,12267,2.7250051498413086
1727130675.6256804,12303,1.8120901584625244
1727130676.193911,12339,2.0748963356018066
1727130677.177807,12402,2.0349082946777344
1727130677.5419,12420,2.0204029083251953
1727130678.0703413,12447,2.5041167736053467
1727130678.3521612,12465,2.544210195541382
1727130678.520624,12474,2.871253728866577
1727130679.0639675,12501,1.897578477859497
1727130679.2124424,12510,1.9031507968902588
1727130679.5099509,12528,1.956992268562317
1727130679.6546319,12537,2.4548869132995605
1727130680.1669595,12564,1.8168994188308716
1727130682.917564,12717,2.3385860919952393
1727130683.0679288,12726,1.906527042388916
1727130683.2769918,12735,2.0796022415161133
1727130683.4254043,12744,1.8583898544311523
1727130684.0642343,12780,1.9909182786941528
1727130684.5717757,12807,1.904897928237915
1727130685.2258606,12843,3.5803842544555664
1727130685.3620315,12852,4.3690996170043945
1727130685.6450207,12861,2.897675037384033
1727130686.3207574,12897,1.8773232698440552
1727130686.4741747,12906,1.8564338684082031
1727130686.6167212,12915,2.010842800140381
1727130686.9825222,12933,1.8995717763900757
1727130687.2944443,12951,1.873071312904358
1727130687.5913703,12969,2.060528516769409
1727130687.944206,12987,1.9638475179672241
1727130689.2201087,13059,1.919655442237854
1727130690.0316434,13104,1.844818115234375
1727130690.1813571,13113,1.7816518545150757
1727130691.6642857,13194,2.1690800189971924
1727130691.814568,13203,2.495187997817993
1727130693.7558763,13302,2.070244550704956
1727130694.4293644,13338,2.354398727416992
1727130694.574513,13347,1.8795530796051025
1727130695.1682928,13374,2.2635498046875
1727130695.3293471,13383,2.2189579010009766
1727130695.7638435,13410,2.0427329540252686
1727130696.1300797,13428,2.0395779609680176
1727130696.291446,13437,2.0021727085113525
1727130696.4369142,13446,2.292630195617676
1727130697.739092,13509,1.9544206857681274
1727130697.9002244,13518,2.1349267959594727
1727130698.060126,13527,2.07869815826416
1727130698.2079818,13536,2.3722453117370605
1727130698.7032945,13563,4.530627727508545
1727130699.010647,13581,3.4362986087799072
1727130699.1597023,13590,2.943380832672119
1727130699.3091018,13599,2.678863286972046
1727130699.5176136,13608,1.9131015539169312
1727130700.6594357,13671,1.9540088176727295
1727130701.4717886,13716,2.2949752807617188
1727130701.6136754,13725,2.136500597000122
1727130702.1419008,13752,1.9458566904067993
1727130703.2431393,13815,2.22939133644104
1727130703.5422525,13833,2.3068108558654785
1727130705.1700134,13923,1.911632776260376
1727130705.5535831,13941,1.8979244232177734
1727130706.012412,13968,1.9320350885391235
1727130706.218456,13977,2.3106956481933594
1727130706.537963,13995,1.942722201347351
1727130706.6996148,14004,1.8920657634735107
1727130707.729374,14058,1.7998125553131104
1727130707.9275403,14067,1.8145750761032104
1727130708.8974025,14121,1.9836946725845337
1727130709.1667771,14130,1.799246907234192
1727130710.6957247,14211,2.3030550479888916
1727130711.3670566,14247,1.8552703857421875
1727130711.6637204,14265,2.3003029823303223
1727130712.353466,14301,1.8698461055755615
1727130713.312758,14355,1.875653624534607
1727130713.7443995,14382,2.152553081512451
1727130714.2017744,14400,1.9443044662475586
1727130714.6711664,14427,2.112295389175415
1727130715.0452569,14445,1.9326986074447632
1727130715.195142,14454,1.7634592056274414
1727130715.873703,14490,1.8530356884002686
1727130716.0287414,14499,1.867011308670044
1727130716.373655,14517,1.8231685161590576
1727130716.5290294,14526,1.9368726015090942
1727130716.8323593,14544,2.1050992012023926
1727130717.332253,14571,2.6748123168945312
1727130717.6293926,14589,2.0644357204437256
1727130718.3049717,14625,1.9903056621551514
1727130718.6112401,14643,1.8238221406936646
1727130718.758398,14652,2.553658962249756
1727130718.955457,14661,2.3503682613372803
1727130719.2519605,14679,1.8400660753250122
1727130719.5619726,14697,1.9867604970932007
1727130719.9111128,14715,1.9125142097473145
1727130720.3593333,14742,1.7961496114730835
1727130721.0361133,14769,1.8252241611480713
1727130721.202485,14778,2.058579206466675
1727130721.3606377,14787,2.544442892074585
1727130721.868932,14814,2.090632438659668
1727130722.3050795,14841,2.1537671089172363
1727130722.9904974,14877,2.084735155105591
1727130723.4826167,14904,1.9590590000152588
1727130724.1004236,14940,2.906845808029175
1727130724.3200538,14949,3.7193686962127686
1727130724.4811807,14958,2.678112745285034
1727130725.6003594,15021,1.943743109703064
1727130725.9009194,15039,2.922591209411621
1727130726.1153886,15048,2.1037702560424805
1727130726.2660108,15057,1.8512530326843262
1727130726.7337215,15084,2.009773015975952
1727130726.9433792,15093,1.7883917093276978
1727130728.2446847,15147,1.803489089012146
1727130728.3990388,15156,1.7343506813049316
1727130728.5497627,15165,1.9166252613067627
1727130729.0761232,15192,1.9920216798782349
1727130729.757648,15228,1.9686475992202759
1727130729.9087737,15237,1.8940321207046509
1727130730.2073293,15255,1.96431303024292
1727130730.3757782,15264,1.9454684257507324
1727130730.5803933,15273,1.7936333417892456
1727130730.729349,15282,1.7110475301742554
1727130731.0360312,15300,1.8822808265686035
1727130731.5384846,15327,2.878113031387329
1727130732.0514464,15354,1.8906428813934326
1727130732.6430418,15390,2.3586347103118896
1727130732.846873,15399,2.2027504444122314
1727130733.7718728,15444,2.813222885131836
1727130734.0973604,15462,2.5299925804138184
1727130734.2596567,15471,2.079979181289673
1727130734.4307137,15480,1.9798542261123657
1727130735.1889956,15516,2.0243680477142334
1727130735.7260895,15543,1.9322465658187866
1727130736.0817957,15561,2.5034220218658447
1727130736.8438027,15597,1.8618584871292114
1727130737.0203009,15606,1.7603012323379517
1727130737.290526,15615,1.7759313583374023
1727130737.4625056,15624,1.754392385482788
1727130737.794713,15642,1.7297393083572388
1727130738.6574404,15687,2.1158437728881836
1727130738.8826559,15696,2.12250018119812
1727130739.2048318,15714,1.9429634809494019
1727130739.3759925,15723,2.143105983734131
1727130739.5393682,15732,2.265106201171875
1727130740.072455,15759,1.8605234622955322
1727130740.3900557,15777,1.795475959777832
1727130740.6023488,15786,1.873438835144043
1727130740.7623234,15795,1.8832330703735352
1727130742.111602,15867,2.0363121032714844
1727130742.2686815,15876,1.8724219799041748
1727130742.7300248,15903,1.846333384513855
1727130744.0083873,15984,1.7413450479507446
1727130744.740337,16038,1.8004173040390015
1727130744.9603436,16047,1.956215500831604
1727130745.888444,16101,2.0594370365142822
1727130746.030619,16110,2.1324563026428223
1727130746.170941,16119,1.7294502258300781
1727130746.4940505,16137,1.8243706226348877
1727130746.6299245,16146,1.707656741142273
1727130746.77162,16155,1.868990182876587
1727130747.3951764,16191,1.7789711952209473
1727130748.012641,16227,1.7907803058624268
1727130748.3438807,16245,1.9895182847976685
1727130748.571336,16254,1.7928996086120605
1727130750.0168853,16326,1.7507829666137695
1727130750.1645112,16335,2.0288925170898438
1727130750.6403315,16362,2.0957069396972656
1727130751.1314938,16389,1.7507858276367188
1727130751.7583406,16425,1.733833909034729
1727130752.0617023,16443,2.049985885620117
1727130752.7529733,16479,1.7065383195877075
1727130753.5620282,16524,2.004152774810791
1727130753.7030535,16533,2.284107208251953
1727130754.392655,16569,2.8716959953308105
1727130754.5835118,16578,2.16621470451355
1727130755.111362,16605,1.8923418521881104
1727130755.2734985,16614,1.7636048793792725
1727130755.4139352,16623,2.5303080081939697
1727130755.9629562,16650,2.7209012508392334
1727130756.7020001,16686,2.0175018310546875
1727130757.0378156,16704,2.054058313369751
1727130757.3213294,16722,1.6986523866653442
1727130757.4601185,16731,1.837805986404419
1727130757.6204426,16740,1.840104579925537
1727130758.7980373,16803,2.5958261489868164
1727130759.1014454,16821,1.8190242052078247
1727130759.2837644,16830,1.8671375513076782
1727130760.2698023,16884,2.432919979095459
1727130760.4287837,16893,2.414910316467285
1727130760.5907247,16902,1.7675894498825073
1727130760.9446156,16920,1.7046535015106201
1727130761.2700124,16938,2.1159796714782715
