Wall time,Step,Value
1727130762.9502661,17028,1.786696434020996
1727130763.3581712,17046,2.053753137588501
1727130764.9384887,17127,1.7919842004776
1727130765.633078,17163,1.7122647762298584
1727130766.4803934,17208,2.2799229621887207
1727130766.6264946,17217,2.1680359840393066
1727130766.8895442,17226,2.0424580574035645
1727130767.3761563,17253,2.731837749481201
1727130767.5906596,17262,2.465132474899292
1727130767.7527175,17271,1.923402190208435
1727130767.9123962,17280,2.0404012203216553
1727130768.5949488,17316,1.7797385454177856
1727130768.7424417,17325,1.7986483573913574
1727130769.0945425,17334,1.7670326232910156
1727130769.5743387,17361,1.8050509691238403
1727130769.931986,17379,1.8587000370025635
1727130770.2455726,17397,2.255753993988037
1727130770.6097438,17415,1.7590216398239136
1727130770.76174,17424,1.768361210823059
1727130770.9110494,17433,2.0134057998657227
1727130771.2699351,17451,1.8359293937683105
1727130771.4334083,17460,1.7243945598602295
1727130772.2555444,17505,1.707714557647705
1727130772.779221,17532,1.9734044075012207
1727130773.068181,17550,1.7108466625213623
1727130773.5686011,17577,1.7212871313095093
1727130774.183288,17604,2.4969522953033447
1727130774.3787541,17613,1.7840230464935303
1727130774.733186,17631,1.8004511594772339
1727130775.173599,17649,2.210806369781494
1727130776.2843542,17703,1.961107611656189
1727130776.5148475,17712,1.7566574811935425
1727130776.836385,17730,1.8991955518722534
1727130777.239393,17748,1.782082200050354
1727130778.9513063,17829,1.7810909748077393
1727130779.1220367,17838,1.8033002614974976
1727130779.2950275,17847,1.7820146083831787
1727130779.4653676,17856,2.058192491531372
1727130781.7126899,17964,1.978043556213379
1727130782.2584572,17982,2.1290624141693115
1727130782.5856757,18000,2.272463321685791
1727130782.9788525,18018,2.0227208137512207
1727130783.687862,18054,1.8718290328979492
1727130783.8390648,18063,1.7885677814483643
1727130784.0087037,18072,1.6779531240463257
1727130784.3794825,18090,1.8560831546783447
1727130784.5309284,18099,1.9951424598693848
1727130785.0501063,18126,2.0955474376678467
1727130785.1941333,18135,2.08035945892334
1727130785.355835,18144,1.7704275846481323
1727130785.713083,18162,1.73297119140625
1727130786.5303824,18207,2.35391902923584
1727130787.1434155,18234,1.8494632244110107
1727130787.568889,18252,1.8946806192398071
1727130787.7329519,18261,1.740888237953186
1727130788.107162,18279,1.7392243146896362
1727130788.6446633,18306,1.7905879020690918
1727130789.192973,18333,1.7972506284713745
1727130789.599467,18351,1.74127197265625
1727130790.1123703,18378,2.8870978355407715
1727130790.6613142,18405,1.950457215309143
1727130790.8235931,18414,2.149901866912842
1727130791.3639364,18441,2.923360824584961
1727130791.7308137,18459,2.5286457538604736
1727130791.9023688,18468,2.3295817375183105
1727130793.3178527,18540,2.105508804321289
1727130793.4701905,18549,1.7460602521896362
1727130793.8347442,18567,2.0528664588928223
1727130794.67383,18612,1.8533397912979126
1727130795.7037396,18657,1.6567134857177734
1727130795.85865,18666,1.7592384815216064
1727130796.0750337,18675,2.9348886013031006
1727130796.3877113,18693,1.9304494857788086
1727130796.5532758,18702,1.7477859258651733
1727130796.9272733,18720,2.2425925731658936
1727130797.2400036,18738,2.517057180404663
1727130797.761703,18765,2.220053195953369
1727130797.9107509,18774,2.131577730178833
1727130798.6354132,18810,1.6816214323043823
1727130799.524374,18855,1.7364329099655151
1727130799.8944197,18873,1.8046473264694214
1727130800.9081378,18927,1.6262482404708862
1727130801.1321025,18936,1.7205252647399902
1727130801.2896926,18945,1.873765230178833
1727130801.4341328,18954,1.7035304307937622
1727130801.588288,18963,1.8688480854034424
1727130802.1360357,18990,1.918593406677246
1727130802.4846096,19008,1.8072564601898193
1727130803.0313206,19035,1.7136149406433105
1727130803.177045,19044,1.7954827547073364
1727130803.6872327,19071,2.082134246826172
1727130804.049997,19089,1.7667663097381592
1727130804.3809102,19107,1.6438565254211426
1727130804.5325346,19116,1.7015678882598877
1727130804.6847017,19125,2.087066411972046
1727130805.3851812,19161,2.1997742652893066
1727130806.075562,19197,1.6748133897781372
1727130806.2342901,19206,1.7617641687393188
1727130806.4442236,19215,1.9708456993103027
1727130807.0724845,19251,1.7722634077072144
1727130807.2931318,19260,1.7420755624771118
1727130807.7381916,19278,2.1137657165527344
1727130807.8976228,19287,1.9729044437408447
1727130808.2127218,19305,1.9214184284210205
1727130808.4384203,19314,1.8331756591796875
1727130808.6391556,19323,1.6095696687698364
1727130808.9711628,19341,1.8037142753601074
1727130809.2327948,19350,1.9288948774337769
1727130809.4061813,19359,1.6178867816925049
1727130809.5691683,19368,1.738083839416504
1727130810.0330427,19395,1.8017029762268066
1727130810.4049459,19413,2.106872797012329
1727130810.5794163,19422,1.6886643171310425
1727130811.519811,19476,1.68130362033844
1727130811.7252514,19485,1.754676342010498
1727130811.8877604,19494,1.6975282430648804
1727130812.535335,19530,2.641146659851074
1727130812.8546517,19548,1.7988932132720947
1727130813.1723497,19566,1.7930907011032104
1727130813.8642273,19602,1.6758204698562622
1727130815.140688,19665,1.6963155269622803
1727130815.8569312,19692,1.6402298212051392
1727130816.2233818,19710,2.039442539215088
1727130816.6836665,19728,2.050532102584839
1727130816.868609,19737,1.9656858444213867
1727130817.2617116,19755,1.7511740922927856
1727130817.5837026,19773,1.8669146299362183
1727130817.9693267,19791,1.630100965499878
1727130818.1392875,19800,1.929753065109253
1727130818.2925334,19809,1.6265205144882202
1727130818.8203616,19836,1.9240140914916992
1727130818.9798331,19845,2.045891046524048
1727130819.5590956,19872,2.0191433429718018
1727130819.7142785,19881,2.075169324874878
1727130820.329731,19908,2.112382650375366
1727130821.0465295,19935,1.845239520072937
1727130821.795124,19971,2.0783445835113525
1727130822.7753372,20025,1.8967547416687012
1727130822.9308367,20034,1.9709478616714478
1727130823.4791684,20061,1.7080789804458618
1727130823.6448584,20070,1.6906851530075073
1727130823.9582522,20088,1.742201328277588
1727130824.33547,20106,1.6333415508270264
1727130824.489982,20115,1.678774118423462
1727130824.8796043,20133,2.4146578311920166
1727130825.0632143,20142,1.8080742359161377
1727130825.4181345,20160,1.675593376159668
1727130825.6370413,20169,1.785442590713501
1727130825.7954385,20178,1.7380651235580444
1727130825.9523852,20187,2.1767935752868652
1727130826.275595,20205,1.772688627243042
1727130826.653452,20223,1.6280784606933594
1727130826.8242314,20232,1.723212480545044
1727130827.5594127,20268,1.7070118188858032
1727130827.7238564,20277,1.8758723735809326
1727130828.1376925,20295,1.714087963104248
1727130828.6459394,20322,2.540180206298828
1727130829.028941,20340,1.7154760360717773
1727130829.6054664,20367,1.7377076148986816
1727130830.6348734,20421,1.6600332260131836
1727130831.7161524,20475,1.5881818532943726
1727130832.4390988,20511,1.972301959991455
1727130833.036907,20538,1.9095979928970337
1727130833.99111,20583,1.8747272491455078
1727130834.4002054,20601,1.7832696437835693
1727130834.9445767,20628,1.7949609756469727
1727130835.9628239,20682,1.9690451622009277
1727130836.1180067,20691,2.1082870960235596
1727130836.5353239,20709,1.950209617614746
1727130837.2443416,20736,1.7691152095794678
1727130837.7796721,20763,2.3603672981262207
1727130837.9433384,20772,2.362396001815796
1727130838.1134765,20781,2.1750147342681885
1727130839.675355,20862,1.744078278541565
1727130839.826356,20871,1.588118553161621
1727130839.9906747,20880,1.6408452987670898
1727130840.1563447,20889,1.648956537246704
1727130840.4945984,20907,1.693024754524231
1727130840.8374155,20925,1.87842857837677
1727130841.452474,20952,1.653842806816101
1727130841.701331,20961,1.5921502113342285
1727130842.38215,20997,2.043063163757324
1727130842.767949,21015,1.6816648244857788
1727130842.9244344,21024,1.695297122001648
1727130843.1594298,21033,1.6724313497543335
1727130843.3225777,21042,1.9431872367858887
1727130844.7438943,21114,1.5967007875442505
1727130846.3825142,21195,1.6650645732879639
1727130846.7850194,21213,1.6738945245742798
1727130847.3961422,21240,1.8079423904418945
1727130848.2519765,21285,2.025810956954956
1727130848.8156502,21312,1.7128207683563232
1727130848.9928787,21321,1.8012574911117554
1727130849.5882802,21348,2.974748373031616
1727130850.3551066,21384,1.6882805824279785
1727130851.0149794,21411,2.2651569843292236
1727130851.4520438,21429,1.8115981817245483
1727130851.888055,21447,1.7156333923339844
1727130852.4536276,21474,1.7419613599777222
1727130853.0229275,21501,2.0646860599517822
1727130853.2341695,21510,1.8684954643249512
1727130853.4655964,21519,1.8359735012054443
1727130854.1088388,21537,1.9868758916854858
1727130855.7191954,21609,1.7794257402420044
1727130856.115345,21627,1.6903836727142334
1727130856.510033,21645,1.7288939952850342
1727130856.8391783,21663,1.6114972829818726
1727130857.7141852,21708,2.7511825561523438
1727130858.589992,21753,1.9401514530181885
1727130859.2906215,21789,1.594752550125122
1727130859.9900377,21825,1.685858964920044
1727130860.1520147,21834,1.59073805809021
1727130860.3066986,21843,1.5923285484313965
1727130861.1070478,21879,1.701939582824707
1727130861.6660373,21906,1.8166464567184448
1727130862.3002703,21933,2.0566065311431885
1727130863.1593525,21978,1.636719822883606
1727130863.7008362,22005,1.6123743057250977
1727130864.0250847,22023,1.7154695987701416
1727130864.8043678,22059,1.7221391201019287
1727130864.960533,22068,1.677643895149231
1727130865.130951,22077,1.7357416152954102
1727130865.2987213,22086,2.0095932483673096
1727130865.6992674,22104,1.9944531917572021
1727130866.050002,22122,1.885118007659912
1727130866.5731332,22149,1.7077149152755737
1727130867.1811013,22176,1.7704453468322754
1727130867.3451574,22185,1.8072694540023804
1727130867.7294438,22203,2.0495011806488037
1727130868.0765085,22221,2.285024881362915
1727130869.5055532,22284,1.6884578466415405
1727130870.0695848,22311,2.2492384910583496
1727130870.2333517,22320,1.9112625122070312
1727130870.633968,22338,2.337209463119507
1727130871.0601418,22356,2.039634943008423
1727130871.6699672,22374,2.135991096496582
1727130871.8827236,22383,2.060265302658081
1727130872.3900506,22401,1.812835931777954
1727130873.0696185,22428,1.6298058032989502
1727130873.477974,22446,1.7840487957000732
1727130873.9876113,22473,1.6049079895019531
1727130874.388941,22491,1.8046897649765015
1727130874.9031754,22518,1.6880747079849243
1727130875.345977,22527,1.6591373682022095
1727130875.525278,22536,2.1300089359283447
1727130877.8342566,22626,1.9562242031097412
1727130878.0995786,22635,1.915260910987854
1727130878.4721665,22653,1.7786262035369873
1727130878.661828,22662,1.7221879959106445
1727130878.838466,22671,1.8897000551223755
1727130879.0959466,22680,1.6763548851013184
1727130879.6272593,22707,1.7202463150024414
1727130879.8709185,22716,1.615885615348816
1727130880.2477872,22734,2.183436155319214
1727130880.8483167,22761,1.9429439306259155
1727130881.2019234,22779,2.1542980670928955
1727130881.6346195,22797,1.5829358100891113
1727130882.0944765,22815,1.9172310829162598
1727130884.1702573,22896,1.9589494466781616
1727130884.368905,22905,1.7815139293670654
1727130885.018902,22932,1.6792142391204834
1727130885.4028769,22950,2.4056572914123535
1727130885.768587,22968,2.0073678493499756
1727130886.1770618,22986,1.6073805093765259
1727130886.5965366,23004,1.6837948560714722
1727130886.7863448,23013,1.757142424583435
1727130887.3996754,23040,1.5681465864181519
1727130888.6016433,23094,1.7911425828933716
1727130888.7749574,23103,1.5667078495025635
1727130889.616234,23139,1.648300051689148
1727130890.2674658,23166,1.5607051849365234
1727130890.987848,23193,1.8775782585144043
1727130891.312222,23211,1.9854508638381958
1727130891.4817834,23220,2.1441633701324463
1727130892.1965005,23256,2.0007011890411377
1727130892.9598296,23292,2.283052444458008
1727130893.3592277,23310,1.621510624885559
1727130893.5434854,23319,1.5684852600097656
1727130893.7021456,23328,1.5827877521514893
1727130893.8536165,23337,1.6718521118164062
1727130894.0041673,23346,1.6173667907714844
1727130894.565873,23373,1.6962412595748901
1727130895.287627,23409,1.9966301918029785
1727130895.4484425,23418,1.5947364568710327
1727130895.7238297,23427,1.7142139673233032
1727130896.4626656,23463,1.832322120666504
1727130896.682899,23472,1.6024081707000732
1727130897.0258222,23490,1.6590014696121216
1727130897.1872568,23499,1.7679673433303833
1727130898.1354225,23544,1.5975244045257568
1727130898.6673014,23571,1.6820871829986572
1727130898.8744817,23580,1.8435603380203247
1727130899.2896273,23598,1.6960448026657104
1727130899.620682,23616,1.5616741180419922
1727130899.80505,23625,1.5771609544754028
1727130899.986538,23634,1.93204665184021
1727130900.2000217,23643,1.9119758605957031
1727130900.704174,23670,2.418297529220581
1727130900.9216447,23679,2.1168124675750732
1727130901.082477,23688,1.770588755607605
1727130901.2475426,23697,1.6425552368164062
1727130901.9698815,23724,1.778989553451538
1727130902.1457245,23733,1.6936458349227905
1727130902.4750853,23751,1.5461418628692627
1727130903.6552339,23805,1.6965467929840088
1727130904.275131,23832,2.242746114730835
1727130904.8736773,23859,1.7996189594268799
1727130905.052931,23868,1.553335428237915
1727130905.2478943,23877,1.6883482933044434
